Year,Measure,Language group,Language,Language Code,Gender,Age group,Value,Value Unit,Value Label,Null Reason
2010,Non-formal EFTS in language courses,International,French,French,Male,18-24,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,French,French,Male,18-24,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,French,French,Male,18-24,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,French,French,Male,18-24,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,French,French,Male,18-24,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,French,French,Male,18-24,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,French,French,Male,18-24,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,French,French,Male,18-24,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,French,French,Male,18-24,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,French,French,Male,18-24,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,French,French,Male,25-39,45,number,Number of students,
2011,Non-formal students in language courses,International,French,French,Male,25-39,25,number,Number of students,
2012,Non-formal students in language courses,International,French,French,Male,25-39,25,number,Number of students,
2013,Non-formal students in language courses,International,French,French,Male,25-39,5,number,Number of students,
2014,Non-formal students in language courses,International,French,French,Male,25-39,5,number,Number of students,
2015,Non-formal students in language courses,International,French,French,Male,25-39,0,number,Number of students,
2016,Non-formal students in language courses,International,French,French,Male,25-39,0,number,Number of students,
2017,Non-formal students in language courses,International,French,French,Male,25-39,0,number,Number of students,
2018,Non-formal students in language courses,International,French,French,Male,25-39,0,number,Number of students,
2019,Non-formal students in language courses,International,French,French,Male,25-39,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,French,French,Male,25-39,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,French,French,Male,25-39,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,French,French,Male,25-39,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,French,French,Male,25-39,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,French,French,Male,25-39,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,French,French,Male,25-39,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,French,French,Male,25-39,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,French,French,Male,25-39,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,French,French,Male,25-39,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,French,French,Male,25-39,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,French,French,Male,40-*,120,number,Number of students,
2011,Non-formal students in language courses,International,French,French,Male,40-*,45,number,Number of students,
2012,Non-formal students in language courses,International,French,French,Male,40-*,35,number,Number of students,
2013,Non-formal students in language courses,International,French,French,Male,40-*,10,number,Number of students,
2014,Non-formal students in language courses,International,French,French,Male,40-*,10,number,Number of students,
2015,Non-formal students in language courses,International,French,French,Male,40-*,5,number,Number of students,
2016,Non-formal students in language courses,International,French,French,Male,40-*,0,number,Number of students,
2017,Non-formal students in language courses,International,French,French,Male,40-*,0,number,Number of students,
2018,Non-formal students in language courses,International,French,French,Male,40-*,0,number,Number of students,
2019,Non-formal students in language courses,International,French,French,Male,40-*,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,French,French,Male,40-*,5,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,French,French,Male,40-*,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,French,French,Male,40-*,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,French,French,Male,40-*,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,French,French,Male,40-*,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,French,French,Male,40-*,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,French,French,Male,40-*,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,French,French,Male,40-*,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,French,French,Male,40-*,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,French,French,Male,40-*,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,French,French,Male,Total,190,number,Number of students,
2011,Non-formal students in language courses,International,French,French,Male,Total,90,number,Number of students,
2012,Non-formal students in language courses,International,French,French,Male,Total,70,number,Number of students,
2013,Non-formal students in language courses,International,French,French,Male,Total,25,number,Number of students,
2014,Non-formal students in language courses,International,French,French,Male,Total,15,number,Number of students,
2015,Non-formal students in language courses,International,French,French,Male,Total,5,number,Number of students,
2016,Non-formal students in language courses,International,French,French,Male,Total,0,number,Number of students,
2017,Non-formal students in language courses,International,French,French,Male,Total,0,number,Number of students,
2018,Non-formal students in language courses,International,French,French,Male,Total,0,number,Number of students,
2019,Non-formal students in language courses,International,French,French,Male,Total,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,French,French,Male,Total,10,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,French,French,Male,Total,5,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,French,French,Male,Total,5,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,French,French,Male,Total,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,French,French,Male,Total,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,French,French,Male,Total,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,French,French,Male,Total,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,French,French,Male,Total,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,French,French,Male,Total,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,French,French,Male,Total,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,French,French,Total,*-17,5,number,Number of students,
2011,Non-formal students in language courses,International,French,French,Total,*-17,0,number,Number of students,
2012,Non-formal students in language courses,International,French,French,Total,*-17,0,number,Number of students,
2013,Non-formal students in language courses,International,French,French,Total,*-17,0,number,Number of students,
2014,Non-formal students in language courses,International,French,French,Total,*-17,0,number,Number of students,
2015,Non-formal students in language courses,International,French,French,Total,*-17,0,number,Number of students,
2016,Non-formal students in language courses,International,French,French,Total,*-17,0,number,Number of students,
2017,Non-formal students in language courses,International,French,French,Total,*-17,0,number,Number of students,
2018,Non-formal students in language courses,International,French,French,Total,*-17,0,number,Number of students,
2019,Non-formal students in language courses,International,French,French,Total,*-17,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,French,French,Total,*-17,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,French,French,Total,*-17,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,French,French,Total,*-17,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,French,French,Total,*-17,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,French,French,Total,*-17,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,French,French,Total,*-17,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,French,French,Total,*-17,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,French,French,Total,*-17,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,French,French,Total,*-17,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,French,French,Total,*-17,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,French,French,Total,18-24,90,number,Number of students,
2011,Non-formal students in language courses,International,French,French,Total,18-24,50,number,Number of students,
2012,Non-formal students in language courses,International,French,French,Total,18-24,30,number,Number of students,
2013,Non-formal students in language courses,International,French,French,Total,18-24,10,number,Number of students,
2014,Non-formal students in language courses,International,French,French,Total,18-24,5,number,Number of students,
2015,Non-formal students in language courses,International,French,French,Total,18-24,0,number,Number of students,
2016,Non-formal students in language courses,International,French,French,Total,18-24,0,number,Number of students,
2017,Non-formal students in language courses,International,French,French,Total,18-24,0,number,Number of students,
2018,Non-formal students in language courses,International,French,French,Total,18-24,0,number,Number of students,
2019,Non-formal students in language courses,International,French,French,Total,18-24,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,French,French,Total,18-24,5,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,French,French,Total,18-24,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,French,French,Total,18-24,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,French,French,Total,18-24,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,French,French,Total,18-24,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,French,French,Total,18-24,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,French,French,Total,18-24,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,French,French,Total,18-24,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,French,French,Total,18-24,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,French,French,Total,18-24,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,French,French,Total,25-39,170,number,Number of students,
2011,Non-formal students in language courses,International,French,French,Total,25-39,90,number,Number of students,
2012,Non-formal students in language courses,International,French,French,Total,25-39,85,number,Number of students,
2013,Non-formal students in language courses,International,French,French,Total,25-39,20,number,Number of students,
2014,Non-formal students in language courses,International,French,French,Total,25-39,10,number,Number of students,
2015,Non-formal students in language courses,International,French,French,Total,25-39,10,number,Number of students,
2016,Non-formal students in language courses,International,French,French,Total,25-39,0,number,Number of students,
2017,Non-formal students in language courses,International,French,French,Total,25-39,5,number,Number of students,
2018,Non-formal students in language courses,International,French,French,Total,25-39,5,number,Number of students,
2019,Non-formal students in language courses,International,French,French,Total,25-39,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,French,French,Total,25-39,5,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,French,French,Total,25-39,5,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,French,French,Total,25-39,5,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,French,French,Total,25-39,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,French,French,Total,25-39,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,French,French,Total,25-39,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,French,French,Total,25-39,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,French,French,Total,25-39,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,French,French,Total,25-39,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,French,French,Total,25-39,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,French,French,Total,40-*,380,number,Number of students,
2011,Non-formal students in language courses,International,French,French,Total,40-*,165,number,Number of students,
2012,Non-formal students in language courses,International,French,French,Total,40-*,145,number,Number of students,
2013,Non-formal students in language courses,International,French,French,Total,40-*,40,number,Number of students,
2014,Non-formal students in language courses,International,French,French,Total,40-*,25,number,Number of students,
2015,Non-formal students in language courses,International,French,French,Total,40-*,20,number,Number of students,
2016,Non-formal students in language courses,International,French,French,Total,40-*,5,number,Number of students,
2017,Non-formal students in language courses,International,French,French,Total,40-*,0,number,Number of students,
2018,Non-formal students in language courses,International,French,French,Total,40-*,0,number,Number of students,
2019,Non-formal students in language courses,International,French,French,Total,40-*,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,French,French,Total,40-*,20,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,French,French,Total,40-*,5,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,French,French,Total,40-*,5,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,French,French,Total,40-*,5,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,French,French,Total,40-*,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,French,French,Total,40-*,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,French,French,Total,40-*,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,French,French,Total,40-*,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,French,French,Total,40-*,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,French,French,Total,40-*,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,French,French,Total,Total,660,number,Number of students,
2011,Non-formal students in language courses,International,French,French,Total,Total,305,number,Number of students,
2012,Non-formal students in language courses,International,French,French,Total,Total,260,number,Number of students,
2013,Non-formal students in language courses,International,French,French,Total,Total,70,number,Number of students,
2014,Non-formal students in language courses,International,French,French,Total,Total,40,number,Number of students,
2015,Non-formal students in language courses,International,French,French,Total,Total,30,number,Number of students,
2016,Non-formal students in language courses,International,French,French,Total,Total,10,number,Number of students,
2017,Non-formal students in language courses,International,French,French,Total,Total,5,number,Number of students,
2018,Non-formal students in language courses,International,French,French,Total,Total,5,number,Number of students,
2019,Non-formal students in language courses,International,French,French,Total,Total,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,French,French,Total,Total,35,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,French,French,Total,Total,15,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,French,French,Total,Total,10,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,French,French,Total,Total,5,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,French,French,Total,Total,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,French,French,Total,Total,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,French,French,Total,Total,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,French,French,Total,Total,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,French,French,Total,Total,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,French,French,Total,Total,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,German,German,Female,*-17,5,number,Number of students,
2011,Non-formal students in language courses,International,German,German,Female,*-17,0,number,Number of students,
2012,Non-formal students in language courses,International,German,German,Female,*-17,0,number,Number of students,
2013,Non-formal students in language courses,International,German,German,Female,*-17,0,number,Number of students,
2014,Non-formal students in language courses,International,German,German,Female,*-17,0,number,Number of students,
2015,Non-formal students in language courses,International,German,German,Female,*-17,0,number,Number of students,
2016,Non-formal students in language courses,International,German,German,Female,*-17,0,number,Number of students,
2017,Non-formal students in language courses,International,German,German,Female,*-17,0,number,Number of students,
2018,Non-formal students in language courses,International,German,German,Female,*-17,0,number,Number of students,
2019,Non-formal students in language courses,International,German,German,Female,*-17,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,German,German,Female,*-17,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,German,German,Female,*-17,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,German,German,Female,*-17,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,German,German,Female,*-17,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,German,German,Female,*-17,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,German,German,Female,*-17,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,German,German,Female,*-17,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,German,German,Female,*-17,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,German,German,Female,*-17,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,German,German,Female,*-17,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,German,German,Female,18-24,20,number,Number of students,
2011,Non-formal students in language courses,International,German,German,Female,18-24,10,number,Number of students,
2012,Non-formal students in language courses,International,German,German,Female,18-24,15,number,Number of students,
2013,Non-formal students in language courses,International,German,German,Female,18-24,5,number,Number of students,
2014,Non-formal students in language courses,International,German,German,Female,18-24,0,number,Number of students,
2015,Non-formal students in language courses,International,German,German,Female,18-24,0,number,Number of students,
2016,Non-formal students in language courses,International,German,German,Female,18-24,0,number,Number of students,
2017,Non-formal students in language courses,International,German,German,Female,18-24,0,number,Number of students,
2018,Non-formal students in language courses,International,German,German,Female,18-24,0,number,Number of students,
2019,Non-formal students in language courses,International,German,German,Female,18-24,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,German,German,Female,18-24,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,German,German,Female,18-24,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,German,German,Female,18-24,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,German,German,Female,18-24,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,German,German,Female,18-24,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,German,German,Female,18-24,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,German,German,Female,18-24,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,German,German,Female,18-24,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,German,German,Female,18-24,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,German,German,Female,18-24,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,German,German,Female,25-39,30,number,Number of students,
2011,Non-formal students in language courses,International,German,German,Female,25-39,30,number,Number of students,
2012,Non-formal students in language courses,International,German,German,Female,25-39,25,number,Number of students,
2013,Non-formal students in language courses,International,German,German,Female,25-39,5,number,Number of students,
2014,Non-formal students in language courses,International,German,German,Female,25-39,0,number,Number of students,
2015,Non-formal students in language courses,International,German,German,Female,25-39,0,number,Number of students,
2016,Non-formal students in language courses,International,German,German,Female,25-39,0,number,Number of students,
2017,Non-formal students in language courses,International,German,German,Female,25-39,0,number,Number of students,
2018,Non-formal students in language courses,International,German,German,Female,25-39,0,number,Number of students,
2019,Non-formal students in language courses,International,German,German,Female,25-39,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,German,German,Female,25-39,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,German,German,Female,25-39,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,German,German,Female,25-39,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,German,German,Female,25-39,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,German,German,Female,25-39,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,German,German,Female,25-39,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,German,German,Female,25-39,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,German,German,Female,25-39,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,German,German,Female,25-39,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,German,German,Female,25-39,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,German,German,Female,40-*,65,number,Number of students,
2011,Non-formal students in language courses,International,German,German,Female,40-*,95,number,Number of students,
2012,Non-formal students in language courses,International,German,German,Female,40-*,30,number,Number of students,
2013,Non-formal students in language courses,International,German,German,Female,40-*,5,number,Number of students,
2014,Non-formal students in language courses,International,German,German,Female,40-*,5,number,Number of students,
2015,Non-formal students in language courses,International,German,German,Female,40-*,5,number,Number of students,
2016,Non-formal students in language courses,International,German,German,Female,40-*,0,number,Number of students,
2017,Non-formal students in language courses,International,German,German,Female,40-*,0,number,Number of students,
2018,Non-formal students in language courses,International,German,German,Female,40-*,0,number,Number of students,
2019,Non-formal students in language courses,International,German,German,Female,40-*,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,German,German,Female,40-*,5,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,German,German,Female,40-*,5,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,German,German,Female,40-*,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,German,German,Female,40-*,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,German,German,Female,40-*,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,German,German,Female,40-*,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,German,German,Female,40-*,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,German,German,Female,40-*,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,German,German,Female,40-*,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,German,German,Female,40-*,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,German,German,Female,Total,120,number,Number of students,
2011,Non-formal students in language courses,International,German,German,Female,Total,135,number,Number of students,
2012,Non-formal students in language courses,International,German,German,Female,Total,70,number,Number of students,
2013,Non-formal students in language courses,International,German,German,Female,Total,10,number,Number of students,
2014,Non-formal students in language courses,International,German,German,Female,Total,5,number,Number of students,
2015,Non-formal students in language courses,International,German,German,Female,Total,5,number,Number of students,
2016,Non-formal students in language courses,International,German,German,Female,Total,0,number,Number of students,
2017,Non-formal students in language courses,International,German,German,Female,Total,0,number,Number of students,
2018,Non-formal students in language courses,International,German,German,Female,Total,0,number,Number of students,
2019,Non-formal students in language courses,International,German,German,Female,Total,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,German,German,Female,Total,5,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,German,German,Female,Total,5,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,German,German,Female,Total,5,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,German,German,Female,Total,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,German,German,Female,Total,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,German,German,Female,Total,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,German,German,Female,Total,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,German,German,Female,Total,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,German,German,Female,Total,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,German,German,Female,Total,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,German,German,Male,*-17,0,number,Number of students,
2011,Non-formal students in language courses,International,German,German,Male,*-17,0,number,Number of students,
2012,Non-formal students in language courses,International,German,German,Male,*-17,0,number,Number of students,
2013,Non-formal students in language courses,International,German,German,Male,*-17,0,number,Number of students,
2014,Non-formal students in language courses,International,German,German,Male,*-17,0,number,Number of students,
2015,Non-formal students in language courses,International,German,German,Male,*-17,0,number,Number of students,
2016,Non-formal students in language courses,International,German,German,Male,*-17,0,number,Number of students,
2017,Non-formal students in language courses,International,German,German,Male,*-17,0,number,Number of students,
2018,Non-formal students in language courses,International,German,German,Male,*-17,0,number,Number of students,
2019,Non-formal students in language courses,International,German,German,Male,*-17,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,German,German,Male,*-17,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,German,German,Male,*-17,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,German,German,Male,*-17,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,German,German,Male,*-17,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,German,German,Male,*-17,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,German,German,Male,*-17,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,German,German,Male,*-17,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,German,German,Male,*-17,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,German,German,Male,*-17,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,German,German,Male,*-17,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,German,German,Male,18-24,15,number,Number of students,
2011,Non-formal students in language courses,International,German,German,Male,18-24,10,number,Number of students,
2012,Non-formal students in language courses,International,German,German,Male,18-24,10,number,Number of students,
2013,Non-formal students in language courses,International,German,German,Male,18-24,0,number,Number of students,
2014,Non-formal students in language courses,International,German,German,Male,18-24,5,number,Number of students,
2015,Non-formal students in language courses,International,German,German,Male,18-24,0,number,Number of students,
2016,Non-formal students in language courses,International,German,German,Male,18-24,0,number,Number of students,
2017,Non-formal students in language courses,International,German,German,Male,18-24,0,number,Number of students,
2018,Non-formal students in language courses,International,German,German,Male,18-24,0,number,Number of students,
2019,Non-formal students in language courses,International,German,German,Male,18-24,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,German,German,Male,18-24,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,German,German,Male,18-24,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,German,German,Male,18-24,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,German,German,Male,18-24,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,German,German,Male,18-24,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,German,German,Male,18-24,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,German,German,Male,18-24,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,German,German,Male,18-24,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,German,German,Male,18-24,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,German,German,Male,18-24,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,German,German,Male,25-39,45,number,Number of students,
2011,Non-formal students in language courses,International,German,German,Male,25-39,20,number,Number of students,
2012,Non-formal students in language courses,International,German,German,Male,25-39,25,number,Number of students,
2013,Non-formal students in language courses,International,German,German,Male,25-39,5,number,Number of students,
2014,Non-formal students in language courses,International,German,German,Male,25-39,0,number,Number of students,
2015,Non-formal students in language courses,International,German,German,Male,25-39,5,number,Number of students,
2016,Non-formal students in language courses,International,German,German,Male,25-39,0,number,Number of students,
2017,Non-formal students in language courses,International,German,German,Male,25-39,0,number,Number of students,
2018,Non-formal students in language courses,International,German,German,Male,25-39,0,number,Number of students,
2019,Non-formal students in language courses,International,German,German,Male,25-39,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,German,German,Male,25-39,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,German,German,Male,25-39,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,German,German,Male,25-39,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,German,German,Male,25-39,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,German,German,Male,25-39,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,German,German,Male,25-39,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,German,German,Male,25-39,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,German,German,Male,25-39,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,German,German,Male,25-39,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,German,German,Male,25-39,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,German,German,Male,40-*,30,number,Number of students,
2011,Non-formal students in language courses,International,German,German,Male,40-*,45,number,Number of students,
2012,Non-formal students in language courses,International,German,German,Male,40-*,15,number,Number of students,
2013,Non-formal students in language courses,International,German,German,Male,40-*,5,number,Number of students,
2014,Non-formal students in language courses,International,German,German,Male,40-*,5,number,Number of students,
2015,Non-formal students in language courses,International,German,German,Male,40-*,5,number,Number of students,
2016,Non-formal students in language courses,International,German,German,Male,40-*,0,number,Number of students,
2017,Non-formal students in language courses,International,German,German,Male,40-*,0,number,Number of students,
2018,Non-formal students in language courses,International,German,German,Male,40-*,0,number,Number of students,
2019,Non-formal students in language courses,International,German,German,Male,40-*,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,German,German,Male,40-*,0,number,Equivalent full-time students,
